subject,context,objective_number,page,objective,top_confidence,top_score,top_resource,top_resource_path
Integrated Science,TOPIC 2: ENERGY IN LIFE PROCESSES,2.8,49,explain the effects of smoking on the gaseous exchange process.,medium,6,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 3: FOSSIL FUELS AND ALTERNATIVE SOURCES OF ENERGY,3.1,49,"examine the use of fossil fuels; and,",medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 3: FOSSIL FUELS AND ALTERNATIVE SOURCES OF ENERGY,3.2,50,appraise the extent to which alternative sources of energy can be used in the Caribbean.,medium,7,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 4: ELECTRICITY AND LIGHTING,4.1,51,examine the use of conductors of electricity;,low,3,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 4: ELECTRICITY AND LIGHTING,4.2,51,examine the flow of electricity in circuits;,low,4,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 4: ELECTRICITY AND LIGHTING,4.3,52,assess the consumption of electricity in the home;,low,3,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 4: ELECTRICITY AND LIGHTING,4.4,52,discuss the safety features of electrical devices;,medium,6,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 4: ELECTRICITY AND LIGHTING,4.5,53,discuss energy conservation measures;,medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 4: ELECTRICITY AND LIGHTING,4.6,53,compare artificial sources of light;,low,4,Notes\KCR Science\3. light.pdf,Integrated Science\Notes\KCR Science\3. light.pdf
Integrated Science,TOPIC 4: ELECTRICITY AND LIGHTING,4.7,54,discuss first aid methods for treating electrical accidents;,medium,6,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 4: ELECTRICITY AND LIGHTING,4.8,54,discuss the hazards associated with electricity;,low,3,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 4: ELECTRICITY AND LIGHTING,4.9,54,"discuss the various methods of extinguishing fires; and,",low,3,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 4: ELECTRICITY AND LIGHTING,4.10,55,explain the appropriate use of conventional protective gear/wear.,low,3,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 5: TEMPERATURE CONTROL AND VENTILATION,5.1,56,examine the application of the methods of heat transfer;,medium,7,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 5: TEMPERATURE CONTROL AND VENTILATION,5.2,56,outline the use of thermostats in household appliances;,medium,6,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 5: TEMPERATURE CONTROL AND VENTILATION,5.3,56,compare the types of thermometers;,medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 5: TEMPERATURE CONTROL AND VENTILATION,5.4,57,"explain temperature regulation in humans; and,",medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 5: TEMPERATURE CONTROL AND VENTILATION,5.5,57,explain the need for proper ventilation.,medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 1: THE UNIVERSE AND OUR SOLAR SYSTEM,1.1,62,identify the components of the universe;,low,4,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 1: THE UNIVERSE AND OUR SOLAR SYSTEM,1.2,63,explain how bodies stay in orbit;,medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 1: THE UNIVERSE AND OUR SOLAR SYSTEM,1.3,63,describe the solar system;,low,3,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 1: THE UNIVERSE AND OUR SOLAR SYSTEM,1.4,63,discuss how earth is affected by other bodies;,medium,7,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 1: THE UNIVERSE AND OUR SOLAR SYSTEM,1.5,63,discuss human's exploration of the universe.,low,4,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 2: THE TERRESTRIAL ENVIRONMENT,2.1,64,examine the effects of air masses in the Caribbean;,low,3,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 2: THE TERRESTRIAL ENVIRONMENT,2.2,65,examine the weather patterns in the Caribbean;,low,3,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 2: THE TERRESTRIAL ENVIRONMENT,2.3,65,"examine the effects of tides; and,",low,3,Notes\Miss Francois\Miss Francois Integrated Science Index.md,Integrated Science\Notes\Miss Francois\Miss Francois Integrated Science Index.md
Integrated Science,TOPIC 2: THE TERRESTRIAL ENVIRONMENT,2.4,65,explain the causes of the different types of volcanic eruptions.,medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 3: WATER AND THE AQUATIC ENVIRONMENT,3.1,66,discuss the properties of water;,low,4,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 3: WATER AND THE AQUATIC ENVIRONMENT,3.2,66,distinguish between hard and soft water;,medium,6,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 3: WATER AND THE AQUATIC ENVIRONMENT,3.3,67,explain the uses of water;,low,4,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 3: WATER AND THE AQUATIC ENVIRONMENT,3.4,67,describe the various methods used locally for fishing;,medium,7,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 3: WATER AND THE AQUATIC ENVIRONMENT,3.5,67,evaluate the effects of water pollution on aquatic life;,medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 3: WATER AND THE AQUATIC ENVIRONMENT,3.6,68,investigate methods of purifying water;,medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 3: WATER AND THE AQUATIC ENVIRONMENT,3.7,68,determine the conditions for flotation;,medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 3: WATER AND THE AQUATIC ENVIRONMENT,3.8,68,explain importance of navigational devices used at sea;,medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 3: WATER AND THE AQUATIC ENVIRONMENT,3.9,68,"identify water safety devices; and,",medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 3: WATER AND THE AQUATIC ENVIRONMENT,3.10,69,discuss the effects of diving on the human body.,medium,6,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 4: FORCES,4.1,69,investigate the principles of forces;,low,4,Notes\KCR Science\6.1 forces.pdf,Integrated Science\Notes\KCR Science\6.1 forces.pdf
Integrated Science,TOPIC 4: FORCES,4.2,70,describe gravity as a force;,low,4,Notes\KCR Science\6.1 forces.pdf,Integrated Science\Notes\KCR Science\6.1 forces.pdf
Integrated Science,TOPIC 4: FORCES,4.3,70,determine the centre of gravity;,low,4,Notes\KCR Science\6.1 forces.pdf,Integrated Science\Notes\KCR Science\6.1 forces.pdf
Integrated Science,TOPIC 4: FORCES,4.5,71,examine the principle of momentum conservation;,medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 4: FORCES,4.6,71,explain the functions of simple machines;,medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 4: FORCES,4.8,72,"explain how the skeletal muscles function in the movement of the limb; and,",medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 4: FORCES,4.9,72,examine the efficiency of simple machines.,low,4,Notes\KCR Science\6.1 forces.pdf,Integrated Science\Notes\KCR Science\6.1 forces.pdf
Integrated Science,TOPIC 5: METALS AND NON-METALS,5.2,74,compare the reactivity of metals;,low,2,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 5: METALS AND NON-METALS,5.3,74,discuss the advantages and disadvantages of using cooking or canning utensils made of aluminium;,medium,7,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 5: METALS AND NON-METALS,5.4,74,discuss the benefits of using alloys to make household items;,medium,6,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 5: METALS AND NON-METALS,5.5,74,"examine the conditions which cause rusting; and,",medium,6,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 5: METALS AND NON-METALS,5.6,75,discuss the methods used to reduce or prevent tarnishing of metals.,medium,6,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 6: HOUSEHOLD CHEMICALS,6.1,75,discuss the uses of common household chemicals;,medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 6: HOUSEHOLD CHEMICALS,6.2,77,"examine the properties of acids, bases and salts;",medium,7,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 6: HOUSEHOLD CHEMICALS,6.3,77,differentiate among the properties of the states of matter;,medium,6,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 6: HOUSEHOLD CHEMICALS,6.4,78,examine the properties of mixtures;,medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 6: HOUSEHOLD CHEMICALS,6.5,78,determine appropriate separation techniques;,low,3,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 6: HOUSEHOLD CHEMICALS,6.6,79,explain the effects of cleaning agents on household appliances;,medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 6: HOUSEHOLD CHEMICALS,6.7,79,distinguish between soapy,low,4,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 7: POLLUTANTS AND ENVIRONMENT,7.1,80,discuss the effects of air pollution;,low,4,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 7: POLLUTANTS AND ENVIRONMENT,7.2,80,"justify the importance of community hygiene to the environment; and,",low,4,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 7: POLLUTANTS AND ENVIRONMENT,7.3,81,discuss the use of plastics.,low,4,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,TOPIC 6: HOUSEHOLD CHEMICALS,3,141,Write your answers in the spaces provided in this booklet.,medium,5,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Integrated Science,MODULE 3: OUR PLANET,2,176,"Use this answer booklet when responding to the questions. For EACH question, write your answers in the spaces provided and return the answer booklet at the end of the examination.",high,17,Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json,Integrated Science\Practice Questions\Kerwin Springer\CSEC Integrated Science MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.1,21,distinguish among sets of numbers;,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.2,22,"compute powers of real numbers of the form 𝓍𝑎, where 𝑎∈ℚ;",high,11,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.3,22,evaluate numerical expressions using any of the four basic operations on real numbers;,high,13,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.4,22,"convert among fractions, percents and decimals;",high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.5,22,list the set of factors and multiples of a given integer;,high,12,"Notes\CSEC Hub\Mastering Factors, Multiples, HCF, and LCM.md","Mathematics\Notes\CSEC Hub\Mastering Factors, Multiples, HCF, and LCM.md"
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.6,22,compute the H.C.F. or L.C.M. of two or more positive integers;,high,10,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.7,22,state the value of a digit of a numeral in a given base;,high,10,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.8,22,convert from one set of units to another;,high,10,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.9,22,express a value to a given number of:,high,10,Notes\ChromeStudy\Number Theory - CXCCSEC Mathematics.md,Mathematics\Notes\ChromeStudy\Number Theory - CXCCSEC Mathematics.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.10,22,use properties of numbers and operations in computational tasks;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.11,23,calculate any fraction or percentage of a given quantity;,medium,9,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.12,23,write any rational number in scientific notation;,high,13,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.13,23,express one quantity as a fraction or percentage of another;,high,10,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.17,23,derive an appropriate rule given the terms of a sequence;,high,10,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.18,23,divide a quantity in a given ratio;,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,1.19,23,solve problems involving concepts in number theory and computation.,high,15,Notes\ChromeStudy\Number Theory - CXCCSEC Mathematics.md,Mathematics\Notes\ChromeStudy\Number Theory - CXCCSEC Mathematics.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,2.3,24,"express a profit, loss, discount, markup and purchase tax, as a percentage of some value;",high,18,"Notes\CSEC Hub\Profit, Loss, and Discount Calculations.md","Mathematics\Notes\CSEC Hub\Profit, Loss, and Discount Calculations.md"
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,2.4,24,"solve problems involving marked price, selling price, cost price, profit, loss or discount;",high,21,"Notes\CSEC Hub\Profit, Loss, and Discount Calculations.md","Mathematics\Notes\CSEC Hub\Profit, Loss, and Discount Calculations.md"
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,2.5,24,solve problems involving payments by instalments as in the case of hire purchase and mortgages;,high,18,Notes\CSEC Hub\Mastering Hire Purchase and Mortgages.md,Mathematics\Notes\CSEC Hub\Mastering Hire Purchase and Mortgages.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,2.6,24,solve problems involving simple interest;,high,12,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,2.7,24,solve problems involving compound interest;,high,12,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,2.8,24,solve problems involving appreciation and depreciation;,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,2.9,24,"solve problems involving measures and money; and,",high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,2.10,25,solve problems involving:,high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,3.1,25,explain concepts relating to sets;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,3.2,25,represent a set in various forms;,medium,9,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,3.3,25,list subsets of a given set;,medium,9,Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json,Mathematics\Practice Questions\Kerwin Springer\CSEC Mathematics MCQ Question Bank - Kerwin Springer.json
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,3.4,25,"determine elements in intersections, unions and complements of sets;",high,10,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
Mathematics,MODULE 1: FUNDAMENTALS OF SECONDARY LEVEL MATHEMATICS,3.5,25,describe relationships among sets using set notation and symbols;,high,11,Notes\CSEC Hub\CSEC Hub Mathematics Index.md,Mathematics\Notes\CSEC Hub\CSEC Hub Mathematics Index.md
